format,stat_category,player_name,rank,batting_matches,batting_inns,batting_avg,batting_sr,batting_hs,batting_4’s,batting_6’s,batting_50’s,batting_100’s,batting_runs,bowling_matches,bowling_inns,bowling_wickets,bowling_avg,bowling_bowling figure,bowling_economy rate,bowling_sr,bowling_runs
TEST,batting_most_sixes,Harbhajan Singh,11,103.0,145.0,18.22,64.8,115,277,42,9,2,2224.0,,,,,,,,
TEST,batting_most_sixes,Navjot Sidhu,12,51.0,78.0,42.13,44.88,201,358,38,15,9,3202.0,,,,,,,,
TEST,batting_most_sixes,Ajinkya Rahane,13,85.0,144.0,38.46,49.5,188,578,35,26,12,5077.0,,,,,,,,
TEST,batting_most_sixes,Murali Vijay,14,61.0,105.0,38.28,46.29,167,467,33,15,12,3982.0,,,,,,,,
TEST,batting_most_sixes,Virat Kohli,15,123.0,210.0,46.85,55.57,254,1027,30,31,30,9230.0,,,,,,,,
TEST,batting_most_sixes,KL Rahul,16,67.0,118.0,35.86,51.89,199,485,30,20,11,4053.0,,,,,,,,
TEST,batting_most_sixes,Mayank Agarwal,17,21.0,36.0,41.33,53.48,243,189,28,6,4,1488.0,,,,,,,,
TEST,batting_most_sixes,Zaheer Khan,18,92.0,127.0,11.95,51.70,75,141,28,3,-,1230.0,,,,,,,,
TEST,batting_most_sixes,Sunil Gavaskar,19,125.0,214.0,51.12,66.04,236,1016,26,45,34,10122.0,,,,,,,,
TEST,batting_most_sixes,Mohammad Shami,20,64.0,89.0,12.09,74.62,56,83,25,2,-,750.0,,,,,,,,
TEST,batting_most_sixes,Umesh Yadav,21,57.0,68.0,11.21,52.09,31,42,24,-,-,460.0,,,,,,,,
TEST,batting_most_sixes,Ravichandran Ashwin,22,106.0,151.0,25.75,54.53,124,399,23,14,6,3503.0,,,,,,,,
TEST,batting_most_sixes,Ravi Shastri,23,80.0,121.0,35.79,48.22,206,317,22,12,11,3830.0,,,,,,,,
TEST,batting_most_sixes,Yuvraj Singh,24,40.0,62.0,33.92,57.97,169,260,22,11,3,1900.0,,,,,,,,
TEST,batting_most_sixes,Rahul Dravid,25,164.0,286.0,52.31,42.51,270,1655,21,63,36,13288.0,,,,,,,,
TEST,batting_most_sixes,Mohinder Amarnath,26,69.0,113.0,42.5,85.52,138,330,21,24,11,4378.0,,,,,,,,
TEST,batting_most_sixes,Axar Patel,27,15.0,24.0,34.4,53.04,84,73,20,4,-,688.0,,,,,,,,
TEST,batting_most_sixes,Mohammad Azharuddin,28,99.0,147.0,45.03,63.08,199,720,19,21,22,6215.0,,,,,,,,
TEST,batting_most_sixes,Washington Sundar,29,17.0,29.0,42.14,45.85,101,75,19,5,1,885.0,,,,,,,,
TEST,batting_most_sixes,Kris Srikkanth,30,43.0,72.0,29.88,75.34,123,221,19,12,2,2062.0,,,,,,,,
TEST,batting_most_sixes,Irfan Pathan,31,29.0,40.0,31.57,53.22,102,131,18,6,1,1105.0,,,,,,,,
TEST,batting_most_sixes,Dilip Vengsarkar,32,116.0,185.0,41.37,59.98,166,560,17,35,17,6868.0,,,,,,,,
TEST,batting_most_sixes,Cheteshwar Pujara,33,103.0,176.0,43.6,44.36,206,863,16,35,19,7195.0,,,,,,,,
TEST,batting_most_sixes,Shreyas Iyer,34,14.0,24.0,36.86,63.01,105,94,16,5,1,811.0,,,,,,,,
TEST,batting_most_sixes,Wriddhiman Saha,35,40.0,56.0,29.41,45.50,117,129,14,6,3,1353.0,,,,,,,,
TEST,batting_most_sixes,Shikhar Dhawan,36,34.0,58.0,40.61,66.94,190,316,12,5,7,2315.0,,,,,,,,
TEST,batting_most_sixes,Hardik Pandya,37,11.0,18.0,31.29,73.88,108,68,12,4,1,532.0,,,,,,,,
TEST,batting_most_sixes,Jasprit Bumrah,38,52.0,78.0,6.56,41.28,34,38,11,-,-,348.0,,,,,,,,
TEST,batting_most_sixes,Gautam Gambhir,39,58.0,104.0,41.95,51.49,206,517,10,22,9,4154.0,,,,,,,,
TEST,batting_most_sixes,Dhruv Jurel,40,9.0,15.0,35.3,55.77,125,47,10,1,1,459.0,,,,,,,,
TEST,batting_most_sixes,Nitish Kumar Reddy,41,10.0,16.0,26.4,57.3,114,40,10,-,1,396.0,,,,,,,,
TEST,batting_most_sixes,Sandeep Patil,42,29.0,47.0,36.09,75.51,174,197,9,7,4,1588.0,,,,,,,,
TEST,batting_most_sixes,Shardul Thakur,43,13.0,21.0,18.85,59.84,67,46,9,4,-,377.0,,,,,,,,
TEST,batting_most_sixes,Anil Kumble,44,132.0,173.0,17.65,38.82,110,302,9,5,1,2506.0,,,,,,,,
TEST,batting_most_sixes,Javagal Srinath,45,67.0,92.0,14.21,49.53,76,110,8,4,-,1009.0,,,,,,,,
TEST,batting_most_sixes,Yashpal Sharma,46,37.0,59.0,33.46,44.39,140,140,7,9,2,1606.0,,,,,,,,
TEST,batting_most_sixes,Brijesh Pursuram Patel,47,21.0,38.0,29.45,-,115,-,7,5,1,972.0,,,,,,,,
TEST,batting_most_sixes,Karsan Devjibhai Ghavri,48,39.0,57.0,21.23,58.38,86,73,7,2,-,913.0,,,,,,,,
TEST,batting_most_sixes,Vinod Kambli,49,17.0,21.0,54.2,59.66,227,124,6,3,4,1084.0,,,,,,,,
TEST,batting_most_sixes,Gundappa Viswanath,50,91.0,155.0,41.93,75.9,222,616,6,35,14,6080.0,,,,,,,,
TEST,batting_most_sixes,Kona Srikar Bharat,51,7.0,12.0,20.09,52.99,44,19,6,-,-,221.0,,,,,,,,
TEST,batting_most_sixes,Akash Deep,52,10.0,15.0,11.64,53.79,66,20,6,1,-,163.0,,,,,,,,
TEST,batting_most_sixes,VVS Laxman,53,134.0,225.0,45.97,49.37,281,1135,5,56,17,8781.0,,,,,,,,
TEST,batting_most_sixes,Nayan Mongia,54,44.0,68.0,24.03,38.53,152,159,5,6,1,1442.0,,,,,,,,
TEST,batting_most_sixes,Roger Binny,55,27.0,41.0,23.05,68.54,83,64,5,5,-,830.0,,,,,,,,
TEST,batting_most_sixes,Praveen Kumar,56,6.0,10.0,14.9,93.71,40,21,5,-,-,149.0,,,,,,,,
TEST,batting_most_sixes,Karun Nair,57,10.0,15.0,41.35,64.62,303,70,4,1,1,579.0,,,,,,,,
TEST,batting_most_sixes,Manoj Prabhakar,58,39.0,58.0,32.65,38.5,120,165,4,9,1,1600.0,,,,,,,,
TEST,batting_most_sixes,Suresh Raina,59,18.0,31.0,26.48,53.14,120,100,4,7,1,768.0,,,,,,,,
TEST,batting_most_sixes,Dinesh Karthik,60,26.0,42.0,25.0,49.27,129,134,4,7,1,1025.0,,,,,,,,
TEST,batting_most_sixes,Sunil Joshi,61,15.0,19.0,20.7,42.20,92,36,4,1,-,352.0,,,,,,,,
TEST,batting_most_sixes,Sreesanth,62,27.0,40.0,10.4,52.13,35,38,4,-,-,281.0,,,,,,,,
TEST,batting_most_sixes,Abey Kuruvilla,63,10.0,11.0,6.6,40.24,35,-,4,-,-,66.0,,,,,,,,
TEST,batting_most_sixes,Pravin Amre,64,11.0,13.0,42.5,37.74,103,44,3,3,1,425.0,,,,,,,,
TEST,batting_most_sixes,Wasim Jaffer,65,31.0,58.0,34.1,48.05,212,272,3,11,5,1944.0,,,,,,,,
TEST,batting_most_sixes,Balwinder Sandhu,66,8.0,11.0,30.57,113.23,71,17,3,2,-,214.0,,,,,,,,
TEST,batting_most_sixes,Sanjay Bangar,67,12.0,18.0,29.37,32.48,100,57,3,3,1,470.0,,,,,,,,
TEST,batting_most_sixes,Syed Kirmani,68,88.0,124.0,26.79,62.39,102,246,3,12,2,2759.0,,,,,,,,
TEST,batting_most_sixes,Ajay Jadeja,69,15.0,24.0,26.18,39.37,96,62,3,4,-,576.0,,,,,,,,
TEST,batting_most_sixes,Eknath Dhondu Solkar,70,27.0,48.0,25.42,72.80,102,74,3,6,1,1068.0,,,,,,,,
TEST,batting_most_sixes,Amit Mishra,71,22.0,32.0,21.6,58.74,84,79,3,4,-,648.0,,,,,,,,
TEST,batting_most_sixes,Ajit Agarkar,72,26.0,39.0,16.79,52.82,109,83,3,-,1,571.0,,,,,,,,
TEST,batting_most_sixes,Srinivas Venkataraghavan,73,57.0,76.0,11.68,120.65,64,49,3,2,-,748.0,,,,,,,,
TEST,batting_most_sixes,Bishan Singh Bedi,74,67.0,101.0,8.98,108.79,50,51,3,1,-,656.0,,,,,,,,
TEST,batting_most_sixes,Rajesh Chauhan,75,21.0,17.0,7.0,28.16,23,10,3,-,-,98.0,,,,,,,,
TEST,batting_most_sixes,Ashish Nehra,76,17.0,25.0,5.5,30.07,19,8,3,-,-,77.0,,,,,,,,
TEST,batting_most_sixes,Ishan Kishan,77,2.0,3.0,78.0,85.71,52,8,2,1,-,78.0,,,,,,,,
TEST,batting_most_sixes,Prithvi Shaw,78,5.0,9.0,42.37,86.04,134,48,2,2,1,339.0,,,,,,,,
TEST,batting_most_sixes,Hanuma Vihari,79,16.0,28.0,33.56,42.2,111,107,2,5,1,839.0,,,,,,,,
TEST,batting_most_sixes,Mohammad Kaif,80,13.0,22.0,32.84,40.31,148,64,2,3,1,624.0,,,,,,,,
TEST,batting_most_sixes,Farokh Maneksha Engineer,81,46.0,87.0,31.08,137.35,121,288,2,16,2,2611.0,,,,,,,,
TEST,batting_most_sixes,Ajit Wadekar,82,37.0,71.0,31.07,87.21,143,217,2,14,1,2113.0,,,,,,,,
TEST,batting_most_sixes,Vijay Yadav,83,1.0,1.0,30.0,120.00,30,3,2,-,-,30.0,,,,,,,,
TEST,batting_most_sixes,Kiran More,84,49.0,64.0,25.7,40.40,73,132,2,7,-,1285.0,,,,,,,,
TEST,batting_most_sixes,Aashish Kapoor,85,4.0,6.0,19.4,53.59,42,8,2,-,-,97.0,,,,,,,,
TEST,batting_most_sixes,Parthasarthi Sharma,86,5.0,10.0,18.7,76.33,54,21,2,1,-,187.0,,,,,,,,
TEST,batting_most_sixes,Mohammed Siraj,87,45.0,61.0,4.4,33.99,16,16,2,-,-,154.0,,,,,,,,
TEST,batting_most_sixes,Sanjay Manjrekar,88,37.0,61.0,37.14,38.67,218,220,1,9,4,2043.0,,,,,,,,
TEST,batting_most_sixes,Shiv Sunder Das,89,23.0,40.0,34.89,38.92,110,180,1,9,2,1326.0,,,,,,,,
TEST,batting_most_sixes,Chetan Chauhan,90,40.0,68.0,31.57,-,97,-,1,16,-,2084.0,,,,,,,,
TEST,batting_most_sixes,Parthiv Patel,91,25.0,38.0,31.13,48.46,71,126,1,6,-,934.0,,,,,,,,
TEST,batting_most_sixes,Jayant Yadav,92,6.0,9.0,31.0,43.13,104,30,1,1,1,248.0,,,,,,,,
TEST,batting_most_sixes,Surinder Amarnath,93,10.0,18.0,30.55,-,124,42,1,3,1,550.0,,,,,,,,
TEST,batting_most_sixes,Devdutt Padikkal,94,2.0,3.0,30.0,45.68,65,12,1,1,-,90.0,,,,,,,,
TEST,batting_most_sixes,Iqbal Siddiqui,95,1.0,2.0,29.0,96.66,24,3,1,-,-,29.0,,,,,,,,
TEST,batting_most_sixes,Deep Dasgupta,96,8.0,13.0,28.66,30.55,100,40,1,2,1,344.0,,,,,,,,
TEST,batting_most_sixes,Woorkeri Raman,97,11.0,19.0,24.88,37.86,96,55,1,4,-,448.0,,,,,,,,
TEST,batting_most_sixes,Abhinav Mukund,98,7.0,14.0,22.85,45.71,81,32,1,2,-,320.0,,,,,,,,
TEST,batting_most_sixes,Madan Lal,99,39.0,62.0,22.65,94.04,74,87,1,5,-,1042.0,,,,,,,,
TEST,batting_most_sixes,Bhuvneshwar Kumar,100,21.0,29.0,22.08,45.06,63,77,1,3,-,552.0,,,,,,,,
TEST,batting_most_sixes,Chetan Sharma,101,23.0,27.0,22.0,61.68,54,32,1,1,-,396.0,,,,,,,,
TEST,batting_most_sixes,Stuart Binny,102,6.0,10.0,21.55,58.25,78,23,1,1,-,194.0,,,,,,,,
TEST,batting_most_sixes,Hemang Badani,103,4.0,7.0,15.66,37.90,38,11,1,-,-,94.0,,,,,,,,
TEST,batting_most_sixes,Shivlal Yadav,104,35.0,40.0,14.39,37.91,43,30,1,-,-,403.0,,,,,,,,
TEST,batting_most_sixes,Sairaj Bahutule,105,2.0,4.0,13.0,37.14,21,3,1,-,-,39.0,,,,,,,,
TEST,batting_most_sixes,Kanwar Rai Singh,106,1.0,2.0,13.0,81.25,24,1,1,-,-,26.0,,,,,,,,
TEST,batting_most_sixes,Jaydev Unadkat,107,4.0,5.0,12.0,40.44,14,2,1,-,-,36.0,,,,,,,,
TEST,batting_most_sixes,Kuldeep Yadav,108,17.0,21.0,11.84,25.25,40,22,1,-,-,225.0,,,,,,,,
TEST,batting_most_sixes,Ishant Sharma,109,105.0,142.0,8.26,30.56,57,88,1,1,-,785.0,,,,,,,,
TEST,batting_most_sixes,Munaf Patel,110,13.0,14.0,7.5,42.25,15,8,1,-,-,60.0,,,,,,,,
TEST,batting_most_sixes,RP Singh,111,14.0,19.0,7.25,42.02,30,16,1,-,-,116.0,,,,,,,,
TEST,batting_most_sixes,Lakshmipathy Balaji,112,8.0,9.0,5.66,40.47,31,5,1,-,-,51.0,,,,,,,,
TEST,batting_most_sixes,Maninder Singh,113,35.0,38.0,3.8,33.33,15,5,1,-,-,99.0,,,,,,,,
TEST,bowling_most_wickets,Ravichandran Ashwin,2,,,,,,,,,,,106.0,200,537,24.0,7/59,2.83,50.7,12891
TEST,bowling_most_wickets,Kapil Dev,3,,,,,,,,,,,131.0,227,434,29.64,9/83,2.78,63.9,12867
TEST,bowling_most_wickets,Harbhajan Singh,4,,,,,,,,,,,103.0,190,417,32.46,8/84,2.84,68.5,13537
TEST,bowling_most_wickets,Ravindra Jadeja,5,,,,,,,,,,,89.0,167,348,25.11,7/42,2.59,58.1,8741
TEST,bowling_most_wickets,Ishant Sharma,6,,,,,,,,,,,105.0,188,311,32.4,7/74,3.15,61.6,10078
TEST,bowling_most_wickets,Zaheer Khan,7,,,,,,,,,,,92.0,165,311,32.94,7/87,3.27,60.4,10247
TEST,bowling_most_wickets,Bishan Singh Bedi,8,,,,,,,,,,,67.0,118,266,28.71,7/98,2.14,80.3,7637
TEST,bowling_most_wickets,Bhagwath Chandrasekhar,9,,,,,,,,,,,58.0,97,242,29.74,8/79,2.7,65.9,7199
TEST,bowling_most_wickets,Javagal Srinath,10,,,,,,,,,,,67.0,121,236,30.49,8/86,2.85,64.0,7196
TEST,bowling_most_wickets,Jasprit Bumrah,11,,,,,,,,,,,52.0,99,234,19.79,6/27,2.77,42.8,4631
TEST,bowling_most_wickets,Mohammad Shami,12,,,,,,,,,,,64.0,122,229,27.71,6/56,3.3,50.2,6346
TEST,bowling_most_wickets,Erapalli Prasanna,13,,,,,,,,,,,49.0,86,189,30.38,8/76,2.4,75.9,5742
TEST,bowling_most_wickets,Umesh Yadav,14,,,,,,,,,,,57.0,112,170,30.95,6/88,3.51,52.8,5263
TEST,bowling_most_wickets,Vinoo Mankad,15,,,,,,,,,,,44.0,70,162,32.32,8/52,2.13,90.6,5236
TEST,bowling_most_wickets,Srinivas Venkataraghavan,16,,,,,,,,,,,57.0,96,156,36.11,8/72,2.27,95.3,5634
TEST,bowling_most_wickets,Ravi Shastri,17,,,,,,,,,,,80.0,125,151,40.96,5/75,2.35,104.3,6185
TEST,bowling_most_wickets,Subhash Gupte,18,,,,,,,,,,,36.0,61,149,29.55,9/102,2.34,75.7,4403
TEST,bowling_most_wickets,Mohammed Siraj,19,,,,,,,,,,,45.0,84,139,29.66,6/15,3.53,50.4,4124
TEST,bowling_most_wickets,Dilip Rasiklal Doshi,20,,,,,,,,,,,33.0,55,114,30.71,6/102,2.25,81.7,3502
TEST,bowling_most_wickets,Pragyan Ojha,21,,,,,,,,,,,24.0,48,113,30.26,6/47,2.68,67.5,3420
TEST,bowling_most_wickets,Karsan Devjibhai Ghavri,22,,,,,,,,,,,39.0,69,109,33.54,5/33,3.11,64.5,3656
TEST,bowling_most_wickets,Shivlal Yadav,23,,,,,,,,,,,35.0,61,102,35.09,5/76,2.56,81.9,3580
TEST,bowling_most_wickets,Irfan Pathan,24,,,,,,,,,,,29.0,54,100,32.26,7/59,3.28,58.8,3226
TEST,bowling_most_wickets,Venkatesh Prasad,25,,,,,,,,,,,33.0,58,96,35.0,6/33,2.86,73.3,3360
TEST,bowling_most_wickets,Manoj Prabhakar,26,,,,,,,,,,,39.0,68,96,37.3,6/132,2.87,77.8,3581
TEST,bowling_most_wickets,Venkatapathy Raju,27,,,,,,,,,,,28.0,51,93,30.72,6/12,2.25,81.7,2857
TEST,bowling_most_wickets,Bapu Nadkarni,28,,,,,,,,,,,41.0,65,88,29.07,6/43,1.67,104.1,2559
TEST,bowling_most_wickets,Maninder Singh,29,,,,,,,,,,,35.0,52,88,37.36,7/27,2.4,93.3,3288
TEST,bowling_most_wickets,Sreesanth,30,,,,,,,,,,,27.0,50,87,37.59,5/40,3.62,62.2,3271
TEST,bowling_most_wickets,Kuldeep Yadav,31,,,,,,,,,,,17.0,32,76,22.42,5/40,3.53,38,1704
TEST,bowling_most_wickets,Amit Mishra,32,,,,,,,,,,,22.0,40,76,35.72,5/71,3.19,67.1,2715
TEST,bowling_most_wickets,Salim Durani,33,,,,,,,,,,,29.0,46,75,35.42,6/73,2.47,85.9,2657
TEST,bowling_most_wickets,Ramakant Desai,34,,,,,,,,,,,28.0,45,74,37.31,6/56,2.95,75.6,2761
TEST,bowling_most_wickets,Madan Lal,35,,,,,,,,,,,39.0,63,71,40.08,5/23,2.84,84.4,2846
TEST,bowling_most_wickets,Ghulam Ahmed,36,,,,,,,,,,,22.0,36,68,30.17,7/49,2.17,83.0,2052
TEST,bowling_most_wickets,Narendra Hirwani,37,,,,,,,,,,,17.0,28,66,30.1,8/61,2.77,65.1,1987
TEST,bowling_most_wickets,Bhuvneshwar Kumar,38,,,,,,,,,,,21.0,37,63,26.09,6/82,2.94,53.1,1644
TEST,bowling_most_wickets,Dattu Phadkar,39,,,,,,,,,,,31.0,48,62,36.85,7/159,2.28,96.6,2285
TEST,bowling_most_wickets,Chetan Sharma,40,,,,,,,,,,,23.0,39,61,35.45,6/58,3.74,56.8,2163
TEST,bowling_most_wickets,Ajit Agarkar,41,,,,,,,,,,,26.0,46,58,47.32,6/41,3.39,83.70,2745
TEST,bowling_most_wickets,Axar Patel,42,,,,,,,,,,,15.0,29,57,19.66,6/38,2.52,46.6,1121
TEST,bowling_most_wickets,Chandu Borde,43,,,,,,,,,,,55.0,54,52,46.48,5/88,2.54,109.5,2417
TEST,bowling_most_wickets,Roger Binny,44,,,,,,,,,,,27.0,38,47,32.63,6/56,3.2,61.0,1534
TEST,bowling_most_wickets,Rajesh Chauhan,45,,,,,,,,,,,21.0,34,47,39.51,4/48,2.34,101.0,1857
TEST,bowling_most_wickets,Syed Abid Ali,46,,,,,,,,,,,29.0,49,47,42.12,6/55,2.85,88.5,1980
TEST,bowling_most_wickets,Sachin Tendulkar,47,,,,,,,,,,,200.0,145,46,54.17,3/10,3.52,92.1,2492
TEST,bowling_most_wickets,Lala Amarnath,48,,,,,,,,,,,24.0,35,45,32.91,5/96,2.09,94.2,1481
TEST,bowling_most_wickets,Ashish Nehra,49,,,,,,,,,,,17.0,29,44,42.4,4/72,3.24,78.3,1866
TEST,bowling_most_wickets,Rusi Surti,50,,,,,,,,,,,26.0,45,42,46.71,5/74,3.04,92.1,1962
TEST,bowling_most_wickets,Arshad Ayub,51,,,,,,,,,,,13.0,22,41,35.07,5/50,2.35,89.30,1438
TEST,bowling_most_wickets,Sunil Joshi,52,,,,,,,,,,,15.0,26,41,35.85,5/142,2.55,84.10,1470
TEST,bowling_most_wickets,Gulabrai Ramchand,53,,,,,,,,,,,33.0,56,41,46.31,6/49,2.28,121.3,1899
TEST,bowling_most_wickets,RP Singh,54,,,,,,,,,,,14.0,25,40,42.05,5/59,3.98,63.3,1682
TEST,bowling_most_wickets,Virender Sehwag,55,,,,,,,,,,,104.0,91,40,47.35,5/104,3.04,93.2,1894
TEST,bowling_most_wickets,Washington Sundar,56,,,,,,,,,,,17.0,29,36,32.97,7/59,3.25,60.7,1187
TEST,bowling_most_wickets,Munaf Patel,57,,,,,,,,,,,13.0,25,35,38.54,4/25,3.04,75.9,1349
TEST,bowling_most_wickets,Polly Umrigar,58,,,,,,,,,,,59.0,50,35,42.08,6/74,1.87,135.0,1473
TEST,bowling_most_wickets,Shardul Thakur,59,,,,,,,,,,,13.0,22,33,31.03,7/61,3.81,48.8,1024
TEST,bowling_most_wickets,Sourav Ganguly,60,,,,,,,,,,,113.0,99,32,52.53,3/28,3.23,97.4,1681
TEST,bowling_most_wickets,Mohinder Amarnath,61,,,,,,,,,,,69.0,71,32,55.68,4/63,2.9,114.8,1782
TEST,bowling_most_wickets,Jasubhai Patel,62,,,,,,,,,,,7.0,11,29,21.96,9/69,2.21,59.4,637
TEST,bowling_most_wickets,Amar Singh,63,,,,,,,,,,,7.0,13,28,30.64,7/86,2.35,77.9,858
TEST,bowling_most_wickets,Akash Deep,64,,,,,,,,,,,10.0,18,28,35.78,6/99,3.91,54.8,1002
TEST,bowling_most_wickets,Praveen Kumar,65,,,,,,,,,,,6.0,11,27,25.81,5/106,2.59,59.6,697
TEST,bowling_most_wickets,Lakshmipathy Balaji,66,,,,,,,,,,,8.0,15,27,37.18,5/76,3.43,65.0,1004
TEST,bowling_most_wickets,Laxman Sivaramakrishnan,67,,,,,,,,,,,9.0,16,26,44.03,6/64,2.9,91.0,1145
TEST,bowling_most_wickets,Mohammad Nissar,68,,,,,,,,,,,6.0,11,25,28.28,5/90,3.5,48.4,707
TEST,bowling_most_wickets,Abey Kuruvilla,69,,,,,,,,,,,10.0,15,25,35.68,5/68,3.03,70.6,892
TEST,bowling_most_wickets,Murali Kartik,70,,,,,,,,,,,8.0,15,24,34.16,4/44,2.54,80.50,820
TEST,bowling_most_wickets,Prasidh Krishna,71,,,,,,,,,,,6.0,11,22,34.36,4/62,4.72,43.6,756
TEST,bowling_most_wickets,Abdul Kardar,72,,,,,,,,,,,26.0,26,21,45.42,3/35,2.11,129.1,954
TEST,bowling_most_wickets,Vijay Hazare,73,,,,,,,,,,,30.0,43,20,61.0,4/29,2.57,142.0,1220
TEST,bowling_most_wickets,Vasant Ranjane,74,,,,,,,,,,,7.0,13,19,34.15,4/72,3.07,66.5,649
TEST,bowling_most_wickets,Varun Aaron,75,,,,,,,,,,,9.0,14,18,52.61,3/97,4.77,66.0,947
TEST,bowling_most_wickets,Eknath Dhondu Solkar,76,,,,,,,,,,,27.0,44,18,59.44,3/28,2.83,125.8,1070
TEST,bowling_most_wickets,Hardik Pandya,77,,,,,,,,,,,11.0,19,17,31.05,5/28,3.38,55.1,528
TEST,bowling_most_wickets,Jayant Yadav,78,,,,,,,,,,,6.0,12,16,29.06,4/49,3.38,51.5,465
TEST,bowling_most_wickets,Suresh Raina,79,,,,,,,,,,,18.0,22,13,46.38,2/1,3.47,80,603
TEST,bowling_most_wickets,Sadu Shinde,80,,,,,,,,,,,7.0,10,12,59.75,6/91,2.83,126.2,717
TEST,bowling_most_wickets,Ramesh Divecha,81,,,,,,,,,,,5.0,7,11,32.81,3/102,2.07,94.9,361
TEST,bowling_most_wickets,Sarandeep Singh,82,,,,,,,,,,,3.0,4,10,34.0,4/136,3.0,67.80,340
TEST,bowling_most_wickets,Gopal Sharma,83,,,,,,,,,,,5.0,8,10,41.8,4/88,1.91,130.7,418
TEST,bowling_most_wickets,Atul Wassan,84,,,,,,,,,,,4.0,6,10,50.4,4/108,4.24,71.2,504
TEST,bowling_most_wickets,Balwinder Sandhu,85,,,,,,,,,,,8.0,10,10,55.7,3/87,3.27,102.0,557
TEST,bowling_most_wickets,AG Kripal Singh,86,,,,,,,,,,,14.0,15,10,58.4,3/43,2.3,151.8,584
TEST,bowling_most_wickets,Sandeep Patil,87,,,,,,,,,,,29.0,15,9,26.66,2/28,2.23,71.6,240
TEST,bowling_most_wickets,C.K.Nayudu,88,,,,,,,,,,,7.0,10,9,42.88,3/40,2.69,95.3,386
TEST,bowling_most_wickets,Abhimanyu Mithun,89,,,,,,,,,,,4.0,8,9,50.66,4/105,3.8,80,456
TEST,bowling_most_wickets,Commandur Rangachari,90,,,,,,,,,,,4.0,4,9,54.77,5/107,3.49,94.0,493
TEST,bowling_most_wickets,Yuvraj Singh,91,,,,,,,,,,,40.0,35,9,60.77,2/9,3.52,103.4,547
TEST,bowling_most_wickets,Motganhalli Jaisimha,92,,,,,,,,,,,39.0,51,9,92.11,2/54,2.37,233.0,829
TEST,bowling_most_wickets,Shahbaz Nadeem,93,,,,,,,,,,,2.0,4,8,34.12,2/18,3.57,57.2,273
TEST,bowling_most_wickets,Nitish Kumar Reddy,94,,,,,,,,,,,10.0,15,8,45.75,2/32,4.25,64.5,366
TEST,bowling_most_wickets,Vikram Singh,95,,,,,,,,,,,5.0,10,8,53.37,3/48,3.82,83.6,427
TEST,bowling_most_wickets,Mukesh Kumar,96,,,,,,,,,,,3.0,6,7,25.57,2/0,3.78,40.5,179
TEST,bowling_most_wickets,Vaman Kumar,97,,,,,,,,,,,2.0,3,7,28.85,5/64,2.0,86.4,202
TEST,bowling_most_wickets,Amir Elahi,98,,,,,,,,,,,6.0,4,7,35.42,4/134,3.72,57.1,248
TEST,bowling_most_wickets,Piyush Chawla,99,,,,,,,,,,,3.0,6,7,38.57,4/69,3.29,70.2,270
TEST,bowling_most_wickets,Sanjay Bangar,100,,,,,,,,,,,12.0,14,7,49.0,2/23,2.7,108.8,343
TEST,bowling_most_wickets,Ramesh Powar,101,,,,,,,,,,,2.0,4,6,19.66,3/33,2.8,42.0,118
TEST,bowling_most_wickets,-,102,,,,,,,,,,,2.0,4,6,41.16,3/37,3.57,69.0,247
TEST,bowling_most_wickets,Aashish Kapoor,103,,,,,,,,,,,4.0,7,6,42.5,2/19,2.38,107.0,255
TEST,bowling_most_wickets,Shute Banerjee,104,,,,,,,,,,,1.0,2,5,25.4,4/54,2.79,54.6,127
TEST,bowling_most_wickets,Vivek Razdan,105,,,,,,,,,,,2.0,2,5,28.2,5/79,3.52,48.0,141
TEST,bowling_most_wickets,Hanuma Vihari,106,,,,,,,,,,,16.0,10,5,36.0,3/37,3.13,69,180
TEST,bowling_most_wickets,Mantu Banerjee,107,,,,,,,,,,,1.0,2,5,36.2,4/120,3.54,61.2,181
TEST,bowling_most_wickets,Raju Kulkarni,108,,,,,,,,,,,3.0,6,5,45.4,3/85,3.72,73.2,227
TEST,bowling_most_wickets,Umesh Kulkarni,109,,,,,,,,,,,4.0,7,5,47.6,2/37,3.18,89.6,238
TEST,bowling_most_wickets,Tinu Yohannan,110,,,,,,,,,,,3.0,6,5,51.2,2/56,3.16,97.20,256
TEST,bowling_most_wickets,Dodda Ganesh,111,,,,,,,,,,,4.0,7,5,57.4,2/28,3.73,92.2,287
TEST,bowling_most_wickets,Nazir Ali,112,,,,,,,,,,,2.0,1,4,20.75,4/83,3.6,34.5,83
TEST,bowling_most_wickets,Bharat Arun,113,,,,,,,,,,,2.0,3,4,29.0,3/76,2.76,63.00,116
TEST,bowling_most_wickets,Raghuram Bhat,114,,,,,,,,,,,2.0,3,4,3.0,2/65,2.06,109.5,6
TEST,bowling_most_wickets,Navdeep Saini,115,,,,,,,,,,,2.0,4,4,43.0,2/54,4.11,62.7,172
TEST,bowling_most_wickets,Harvinder Singh,116,,,,,,,,,,,3.0,6,4,46.25,2/62,4.06,68.2,185
TEST,bowling_most_wickets,Harshit Rana,117,,,,,,,,,,,2.0,3,4,50.75,3/48,4.51,67.5,203
TEST,bowling_most_wickets,Karn Sharma,118,,,,,,,,,,,1.0,2,4,59.5,2/95,4.85,73.5,238
