format,stat_category,player_name,rank,batting_matches,batting_inns,batting_avg,batting_sr,batting_hs,batting_4’s,batting_6’s,batting_50’s,batting_100’s,batting_runs,bowling_matches,bowling_inns,bowling_wickets,bowling_avg,bowling_bowling figure,bowling_economy rate,bowling_sr,bowling_runs
ODI,batting_most_fifties,Venugopal Rao,84,16.0,11.0,24.22,60.05,61.0,16,3,1,-,218.0,,,,,,,,
ODI,batting_most_fifties,Mannava Prasad,85,17.0,11.0,14.55,58.22,63.0,11,-,1,-,131.0,,,,,,,,
ODI,batting_most_fifties,Murali Vijay,86,17.0,16.0,21.18,66.99,72.0,33,3,1,-,339.0,,,,,,,,
ODI,batting_most_fifties,Vijay Dahiya,87,19.0,15.0,16.61,80.89,51.0,18,3,1,-,216.0,,,,,,,,
ODI,batting_most_fifties,Ashok Malhotra,88,20.0,19.0,30.46,70.85,65.0,29,1,1,-,457.0,,,,,,,,
ODI,batting_most_fifties,Sameer Sudhakar Dighe,89,23.0,17.0,23.27,60.8,94.0,11,2,1,-,256.0,,,,,,,,
ODI,batting_most_fifties,Washington Sundar,90,29.0,20.0,20.66,82.3,51.0,25,11,1,-,372.0,,,,,,,,
ODI,batting_most_fifties,Ramesh Powar,91,31.0,19.0,11.64,62.69,54.0,12,2,1,-,163.0,,,,,,,,
ODI,batting_most_fifties,Hrishikesh Kanitkar,92,34.0,27.0,17.84,66.21,57.0,25,1,1,-,339.0,,,,,,,,
ODI,batting_most_fifties,Saba Karim,93,34.0,27.0,15.73,64.64,55.0,27,2,1,-,362.0,,,,,,,,
ODI,batting_most_fifties,Nikhil Chopra,94,39.0,26.0,15.5,62.24,61.0,15,5,1,-,310.0,,,,,,,,
ODI,batting_most_fifties,Shardul Thakur,95,47.0,25.0,17.31,105.11,50.0,31,9,1,-,329.0,,,,,,,,
ODI,batting_most_fifties,Madan Lal,96,67.0,35.0,19.09,62.17,53.0,-,-,1,-,401.0,,,,,,,,
ODI,batting_most_fifties,Praveen Kumar,97,68.0,33.0,13.9,88.21,54.0,25,7,1,-,292.0,,,,,,,,
ODI,batting_most_fifties,Sunil Joshi,98,69.0,45.0,17.17,89.43,61.0,47,17,1,-,584.0,,,,,,,,
ODI,batting_most_fifties,Roger Binny,99,72.0,49.0,16.12,60.13,57.0,51,1,1,-,629.0,,,,,,,,
ODI,batting_most_fifties,Ravichandran Ashwin,100,116.0,63.0,16.44,86.96,65.0,60,7,1,-,707.0,,,,,,,,
ODI,batting_most_fifties,Bhuvneshwar Kumar,101,121.0,55.0,14.15,73.89,53.0,46,8,1,-,552.0,,,,,,,,
ODI,batting_most_fifties,Javagal Srinath,102,229.0,121.0,10.63,79.62,53.0,62,17,1,-,883.0,,,,,,,,
ODI,batting_most_hundreds,Sachin Tendulkar,2,463.0,452.0,44.83,86.23,200.0,2016,195,96,49,18426.0,,,,,,,,
ODI,batting_most_hundreds,Rohit Sharma,3,282.0,274.0,48.84,92.74,264.0,1090,357,61,33,11577.0,,,,,,,,
ODI,batting_most_hundreds,Sourav Ganguly,4,311.0,300.0,41.02,73.7,183.0,1122,190,72,22,11363.0,,,,,,,,
ODI,batting_most_hundreds,Shikhar Dhawan,5,167.0,164.0,44.11,91.35,143.0,842,79,39,17,6793.0,,,,,,,,
ODI,batting_most_hundreds,Virender Sehwag,6,251.0,245.0,35.05,104.33,219.0,1132,136,38,15,8273.0,,,,,,,,
ODI,batting_most_hundreds,Yuvraj Singh,7,304.0,278.0,36.55,87.67,150.0,908,155,52,14,8701.0,,,,,,,,
ODI,batting_most_hundreds,Rahul Dravid,8,344.0,318.0,39.16,71.23,153.0,950,42,83,12,10889.0,,,,,,,,
ODI,batting_most_hundreds,Gautam Gambhir,9,147.0,143.0,39.68,85.25,150.0,561,17,34,11,5238.0,,,,,,,,
ODI,batting_most_hundreds,MS Dhoni,10,350.0,297.0,50.57,87.56,183.0,826,229,73,10,10773.0,,,,,,,,
ODI,batting_most_hundreds,Shubman Gill,11,61.0,61.0,55.71,99.02,208.0,334,63,17,8,2953.0,,,,,,,,
ODI,batting_most_hundreds,KL Rahul,12,94.0,86.0,50.9,90.44,112.0,259,76,20,8,3360.0,,,,,,,,
ODI,batting_most_hundreds,Mohammad Azharuddin,13,334.0,308.0,36.92,74.02,153.0,622,77,58,7,9378.0,,,,,,,,
ODI,batting_most_hundreds,VVS Laxman,14,86.0,83.0,30.76,71.23,131.0,222,4,10,6,2338.0,,,,,,,,
ODI,batting_most_hundreds,Navjot Sidhu,15,136.0,127.0,37.08,69.72,134.0,335,44,33,6,4413.0,,,,,,,,
ODI,batting_most_hundreds,Ajay Jadeja,16,196.0,179.0,37.47,69.79,119.0,366,85,30,6,5359.0,,,,,,,,
ODI,batting_most_hundreds,Shreyas Iyer,17,76.0,70.0,46.51,98.57,128.0,274,73,23,5,2977.0,,,,,,,,
ODI,batting_most_hundreds,Suresh Raina,18,226.0,194.0,35.31,93.5,116.0,476,120,36,5,5615.0,,,,,,,,
ODI,batting_most_hundreds,Kris Srikkanth,19,146.0,145.0,29.01,71.74,123.0,-,-,27,4,4091.0,,,,,,,,
ODI,batting_most_hundreds,Ravi Shastri,20,150.0,128.0,29.04,61.07,109.0,206,25,18,4,3108.0,,,,,,,,
ODI,batting_most_hundreds,Ambati Rayudu,21,55.0,50.0,47.05,79.04,124.0,145,30,10,3,1694.0,,,,,,,,
ODI,batting_most_hundreds,Ajinkya Rahane,22,90.0,87.0,35.26,78.63,111.0,293,33,24,3,2962.0,,,,,,,,
ODI,batting_most_hundreds,Yusuf Pathan,23,57.0,41.0,27.0,113.6,123.0,62,43,3,2,810.0,,,,,,,,
ODI,batting_most_hundreds,Kedar Jadhav,24,73.0,52.0,42.09,101.6,120.0,141,24,6,2,1389.0,,,,,,,,
ODI,batting_most_hundreds,Mohinder Amarnath,25,85.0,75.0,30.53,57.7,102.0,123,9,13,2,1924.0,,,,,,,,
ODI,batting_most_hundreds,Vinod Kambli,26,104.0,97.0,32.59,71.94,106.0,187,20,14,2,2477.0,,,,,,,,
ODI,batting_most_hundreds,Mohammad Kaif,27,125.0,110.0,32.01,72.03,111.0,228,9,17,2,2753.0,,,,,,,,
ODI,batting_most_hundreds,Manoj Prabhakar,28,130.0,98.0,24.12,60.26,106.0,-,-,11,2,1858.0,,,,,,,,
ODI,batting_most_hundreds,Yashasvi Jaiswal,29,4.0,4.0,57.0,86.8,116.0,19,4,-,1,171.0,,,,,,,,
ODI,batting_most_hundreds,Ruturaj Gaikwad,30,9.0,8.0,28.5,89.76,105.0,28,2,1,1,228.0,,,,,,,,
ODI,batting_most_hundreds,Manoj Tiwary,31,12.0,12.0,26.09,71.21,104.0,24,3,1,1,287.0,,,,,,,,
ODI,batting_most_hundreds,Sanju Samson,32,16.0,14.0,56.66,99.6,108.0,34,22,3,1,510.0,,,,,,,,
ODI,batting_most_hundreds,Ishan Kishan,33,27.0,24.0,42.4,102.19,210.0,95,33,7,1,933.0,,,,,,,,
ODI,batting_most_hundreds,Woorkeri Raman,34,27.0,27.0,23.73,55.63,114.0,47,5,3,1,617.0,,,,,,,,
ODI,batting_most_hundreds,Manish Pandey,35,29.0,24.0,33.29,90.56,104.0,45,5,2,1,566.0,,,,,,,,
ODI,batting_most_hundreds,Rishabh Pant,36,31.0,27.0,33.5,106.21,125.0,91,26,5,1,871.0,,,,,,,,
ODI,batting_most_hundreds,Raman Lamba,37,32.0,31.0,27.0,67.15,102.0,63,9,6,1,783.0,,,,,,,,
ODI,batting_most_hundreds,Hemang Badani,38,40.0,36.0,33.34,73.47,100.0,68,10,4,1,867.0,,,,,,,,
ODI,batting_most_hundreds,Dinesh Mongia,39,57.0,51.0,27.95,71.47,159.0,122,8,4,1,1230.0,,,,,,,,
ODI,batting_most_hundreds,Chetan Sharma,40,65.0,35.0,24.0,90.47,101.0,31,4,-,1,456.0,,,,,,,,
ODI,batting_most_hundreds,Sanjay Manjrekar,41,74.0,70.0,33.23,64.3,105.0,99,10,15,1,1994.0,,,,,,,,
ODI,batting_most_hundreds,Sunil Gavaskar,42,108.0,102.0,35.13,62.26,103.0,234,21,27,1,3092.0,,,,,,,,
ODI,batting_most_hundreds,Dilip Vengsarkar,43,129.0,120.0,34.73,67.74,105.0,228,24,23,1,3508.0,,,,,,,,
ODI,batting_most_hundreds,Kapil Dev,44,225.0,198.0,23.79,95.07,175.0,291,67,14,1,3783.0,,,,,,,,
ODI,batting_highest_strike_rate,Hardik Pandya,2,94.0,68.0,32.82,110.89,92.0,141,76,11,-,1904.0,,,,,,,,
ODI,batting_highest_strike_rate,Rishabh Pant,3,31.0,27.0,33.5,106.21,125.0,91,26,5,1,871.0,,,,,,,,
ODI,batting_highest_strike_rate,Shardul Thakur,4,47.0,25.0,17.31,105.11,50.0,31,9,1,-,329.0,,,,,,,,
ODI,batting_highest_strike_rate,Surya Kumar Yadav,5,37.0,35.0,25.76,105.02,72.0,80,19,4,-,773.0,,,,,,,,
ODI,batting_highest_strike_rate,Virender Sehwag,6,251.0,245.0,35.05,104.33,219.0,1132,136,38,15,8273.0,,,,,,,,
ODI,batting_highest_strike_rate,Ishan Kishan,7,27.0,24.0,42.4,102.19,210.0,95,33,7,1,933.0,,,,,,,,
ODI,batting_highest_strike_rate,Kedar Jadhav,8,73.0,52.0,42.09,101.6,120.0,141,24,6,2,1389.0,,,,,,,,
ODI,batting_highest_strike_rate,Shubman Gill,9,61.0,61.0,55.71,99.02,208.0,334,63,17,8,2953.0,,,,,,,,
ODI,batting_highest_strike_rate,Shreyas Iyer,10,76.0,70.0,46.51,98.57,128.0,274,73,23,5,2977.0,,,,,,,,
ODI,batting_highest_strike_rate,Kapil Dev,11,225.0,198.0,23.79,95.07,175.0,291,67,14,1,3783.0,,,,,,,,
ODI,batting_highest_strike_rate,Virat Kohli,12,311.0,299.0,58.71,93.82,183.0,1376,168,77,54,14797.0,,,,,,,,
ODI,batting_highest_strike_rate,Suresh Raina,13,226.0,194.0,35.31,93.5,116.0,476,120,36,5,5615.0,,,,,,,,
ODI,batting_highest_strike_rate,Rohit Sharma,14,282.0,274.0,48.84,92.74,264.0,1090,357,61,33,11577.0,,,,,,,,
ODI,batting_highest_strike_rate,Axar Patel,15,71.0,49.0,23.18,91.76,64.0,53,31,3,-,858.0,,,,,,,,
ODI,batting_highest_strike_rate,Shikhar Dhawan,16,167.0,164.0,44.11,91.35,143.0,842,79,39,17,6793.0,,,,,,,,
ODI,batting_highest_strike_rate,Robin Uthappa,17,46.0,42.0,25.94,90.59,86.0,107,19,6,-,934.0,,,,,,,,
ODI,batting_highest_strike_rate,Manish Pandey,18,29.0,24.0,33.29,90.56,104.0,45,5,2,1,566.0,,,,,,,,
ODI,batting_highest_strike_rate,Chetan Sharma,19,65.0,35.0,24.0,90.47,101.0,31,4,-,1,456.0,,,,,,,,
ODI,batting_highest_strike_rate,KL Rahul,20,94.0,86.0,50.9,90.44,112.0,259,76,20,8,3360.0,,,,,,,,
ODI,batting_highest_strike_rate,Ajay Sharma,21,31.0,27.0,20.19,90.4,59.0,26,9,3,-,424.0,,,,,,,,
ODI,batting_highest_strike_rate,Sunil Joshi,22,69.0,45.0,17.17,89.43,61.0,47,17,1,-,584.0,,,,,,,,
ODI,batting_highest_strike_rate,Praveen Kumar,23,68.0,33.0,13.9,88.21,54.0,25,7,1,-,292.0,,,,,,,,
ODI,batting_highest_strike_rate,Yuvraj Singh,24,304.0,278.0,36.55,87.67,150.0,908,155,52,14,8701.0,,,,,,,,
ODI,batting_highest_strike_rate,MS Dhoni,25,350.0,297.0,50.57,87.56,183.0,826,229,73,10,10773.0,,,,,,,,
ODI,batting_highest_strike_rate,Ravichandran Ashwin,26,116.0,63.0,16.44,86.96,65.0,60,7,1,-,707.0,,,,,,,,
ODI,batting_highest_strike_rate,Sachin Tendulkar,27,463.0,452.0,44.83,86.23,200.0,2016,195,96,49,18426.0,,,,,,,,
ODI,batting_highest_strike_rate,Ravindra Jadeja,28,210.0,142.0,32.27,85.54,87.0,210,55,13,-,2905.0,,,,,,,,
ODI,batting_highest_strike_rate,Gautam Gambhir,29,147.0,143.0,39.68,85.25,150.0,561,17,34,11,5238.0,,,,,,,,
ODI,batting_highest_strike_rate,Mohammad Shami,30,108.0,49.0,7.75,82.41,25.0,17,9,-,-,225.0,,,,,,,,
ODI,batting_highest_strike_rate,Sandeep Patil,31,45.0,42.0,24.51,82.17,84.0,-,-,9,-,1005.0,,,,,,,,
ODI,batting_highest_strike_rate,Harbhajan Singh,32,236.0,128.0,13.3,81.06,49.0,92,35,-,-,1237.0,,,,,,,,
ODI,batting_highest_strike_rate,Ajit Agarkar,33,191.0,113.0,14.58,80.62,95.0,103,22,3,-,1269.0,,,,,,,,
ODI,batting_highest_strike_rate,Javagal Srinath,34,229.0,121.0,10.63,79.62,53.0,62,17,1,-,883.0,,,,,,,,
ODI,batting_highest_strike_rate,Irfan Pathan,35,120.0,87.0,23.39,79.54,83.0,142,37,5,-,1544.0,,,,,,,,
ODI,batting_highest_strike_rate,Ambati Rayudu,36,55.0,50.0,47.05,79.04,124.0,145,30,10,3,1694.0,,,,,,,,
ODI,batting_highest_strike_rate,Ajinkya Rahane,37,90.0,87.0,35.26,78.63,111.0,293,33,24,3,2962.0,,,,,,,,
ODI,batting_highest_strike_rate,Parthiv Patel,38,38.0,34.0,23.74,76.5,95.0,79,7,4,-,736.0,,,,,,,,
ODI,batting_highest_strike_rate,Mohammad Azharuddin,39,334.0,308.0,36.92,74.02,153.0,622,77,58,7,9378.0,,,,,,,,
ODI,batting_highest_strike_rate,Bhuvneshwar Kumar,40,121.0,55.0,14.15,73.89,53.0,46,8,1,-,552.0,,,,,,,,
ODI,batting_highest_strike_rate,Sourav Ganguly,41,311.0,300.0,41.02,73.7,183.0,1122,190,72,22,11363.0,,,,,,,,
ODI,batting_highest_strike_rate,Hemang Badani,42,40.0,36.0,33.34,73.47,100.0,68,10,4,1,867.0,,,,,,,,
ODI,batting_highest_strike_rate,Zaheer Khan,43,200.0,101.0,12.0,73.46,34.0,69,24,-,-,792.0,,,,,,,,
ODI,batting_highest_strike_rate,Dinesh Karthik,44,94.0,79.0,30.2,73.24,79.0,176,15,9,-,1752.0,,,,,,,,
ODI,batting_highest_strike_rate,Chandrakant Pandit,45,36.0,23.0,20.71,72.5,33.0,16,-,-,-,290.0,,,,,,,,
ODI,batting_highest_strike_rate,Mohammad Kaif,46,125.0,110.0,32.01,72.03,111.0,228,9,17,2,2753.0,,,,,,,,
ODI,batting_highest_strike_rate,Vinod Kambli,47,104.0,97.0,32.59,71.94,106.0,187,20,14,2,2477.0,,,,,,,,
ODI,batting_highest_strike_rate,Kris Srikkanth,48,146.0,145.0,29.01,71.74,123.0,-,-,27,4,4091.0,,,,,,,,
ODI,batting_highest_strike_rate,Dinesh Mongia,49,57.0,51.0,27.95,71.47,159.0,122,8,4,1,1230.0,,,,,,,,
ODI,batting_highest_strike_rate,Rahul Dravid,50,344.0,318.0,39.16,71.23,153.0,950,42,83,12,10889.0,,,,,,,,
ODI,batting_highest_strike_rate,VVS Laxman,51,86.0,83.0,30.76,71.23,131.0,222,4,10,6,2338.0,,,,,,,,
ODI,batting_highest_strike_rate,Ajay Jadeja,52,196.0,179.0,37.47,69.79,119.0,366,85,30,6,5359.0,,,,,,,,
ODI,batting_highest_strike_rate,Navjot Sidhu,53,136.0,127.0,37.08,69.72,134.0,335,44,33,6,4413.0,,,,,,,,
ODI,batting_highest_strike_rate,Kiran More,54,94.0,65.0,13.09,69.67,42.0,-,-,-,-,563.0,,,,,,,,
ODI,batting_highest_strike_rate,Nayan Mongia,55,140.0,96.0,20.19,68.94,69.0,95,8,2,-,1272.0,,,,,,,,
ODI,batting_highest_strike_rate,Dilip Vengsarkar,56,129.0,120.0,34.73,67.74,105.0,228,24,23,1,3508.0,,,,,,,,
ODI,batting_highest_strike_rate,Raman Lamba,57,32.0,31.0,27.0,67.15,102.0,63,9,6,1,783.0,,,,,,,,
ODI,batting_highest_strike_rate,Hrishikesh Kanitkar,58,34.0,27.0,17.84,66.21,57.0,25,1,1,-,339.0,,,,,,,,
ODI,batting_highest_strike_rate,Munaf Patel,59,70.0,27.0,6.72,66.07,15.0,7,1,-,-,74.0,,,,,,,,
ODI,batting_highest_strike_rate,Saba Karim,60,34.0,27.0,15.73,64.64,55.0,27,2,1,-,362.0,,,,,,,,
ODI,batting_highest_strike_rate,Sanjay Manjrekar,61,74.0,70.0,33.23,64.3,105.0,99,10,15,1,1994.0,,,,,,,,
ODI,batting_highest_strike_rate,Pravin Amre,62,37.0,30.0,20.52,64.2,84.0,28,2,2,-,513.0,,,,,,,,
ODI,batting_highest_strike_rate,Yashpal Sharma,63,42.0,40.0,28.48,63.02,89.0,-,-,4,-,883.0,,,,,,,,
ODI,batting_highest_strike_rate,Sunil Gavaskar,64,108.0,102.0,35.13,62.26,103.0,234,21,27,1,3092.0,,,,,,,,
ODI,batting_highest_strike_rate,Nikhil Chopra,65,39.0,26.0,15.5,62.24,61.0,15,5,1,-,310.0,,,,,,,,
ODI,batting_highest_strike_rate,Madan Lal,66,67.0,35.0,19.09,62.17,53.0,-,-,1,-,401.0,,,,,,,,
ODI,batting_highest_strike_rate,Ravi Shastri,67,150.0,128.0,29.04,61.07,109.0,206,25,18,4,3108.0,,,,,,,,
ODI,batting_highest_strike_rate,Anil Kumble,68,271.0,136.0,10.54,61.07,26.0,57,6,-,-,938.0,,,,,,,,
ODI,batting_highest_strike_rate,Syed Kirmani,69,49.0,31.0,20.72,60.55,48.0,24,-,-,-,373.0,,,,,,,,
ODI,batting_highest_strike_rate,Manoj Prabhakar,70,130.0,98.0,24.12,60.26,106.0,-,-,11,2,1858.0,,,,,,,,
ODI,batting_highest_strike_rate,Venkatesh Prasad,71,161.0,63.0,6.9,60.21,19.0,7,5,-,-,221.0,,,,,,,,
ODI,batting_highest_strike_rate,Roger Binny,72,72.0,49.0,16.12,60.13,57.0,51,1,1,-,629.0,,,,,,,,
ODI,batting_highest_strike_rate,Sadagoppan Ramesh,73,24.0,24.0,28.08,59.15,82.0,70,1,6,-,646.0,,,,,,,,
ODI,batting_highest_strike_rate,Umesh Yadav,74,75.0,24.0,7.9,58.95,18.0,8,1,-,-,79.0,,,,,,,,
ODI,batting_highest_strike_rate,Mohinder Amarnath,75,85.0,75.0,30.53,57.7,102.0,123,9,13,2,1924.0,,,,,,,,
ODI,batting_highest_strike_rate,Ashish Nehra,76,120.0,46.0,5.64,57.31,24.0,12,3,-,-,141.0,,,,,,,,
ODI,batting_highest_strike_rate,Jasprit Bumrah,77,89.0,26.0,7.58,57.23,16.0,10,1,-,-,91.0,,,,,,,,
ODI,batting_highest_strike_rate,Woorkeri Raman,78,27.0,27.0,23.73,55.63,114.0,47,5,3,1,617.0,,,,,,,,
ODI,batting_highest_strike_rate,Gundappa Viswanath,79,25.0,23.0,19.95,52.89,75.0,33,-,2,-,439.0,,,,,,,,
ODI,batting_highest_strike_rate,Kuldeep Yadav,80,120.0,44.0,9.63,51.58,19.0,15,-,-,-,212.0,,,,,,,,
ODI,batting_highest_strike_rate,Ishant Sharma,81,80.0,28.0,4.8,35.46,13.0,6,-,-,-,72.0,,,,,,,,
ODI,batting_most_fours,Virat Kohli,2,311.0,299.0,58.71,93.82,183.0,1376,168,77,54,14797.0,,,,,,,,
ODI,batting_most_fours,Virender Sehwag,3,251.0,245.0,35.05,104.33,219.0,1132,136,38,15,8273.0,,,,,,,,
ODI,batting_most_fours,Sourav Ganguly,4,311.0,300.0,41.02,73.7,183.0,1122,190,72,22,11363.0,,,,,,,,
ODI,batting_most_fours,Rohit Sharma,5,282.0,274.0,48.84,92.74,264.0,1090,357,61,33,11577.0,,,,,,,,
ODI,batting_most_fours,Rahul Dravid,6,344.0,318.0,39.16,71.23,153.0,950,42,83,12,10889.0,,,,,,,,
ODI,batting_most_fours,Yuvraj Singh,7,304.0,278.0,36.55,87.67,150.0,908,155,52,14,8701.0,,,,,,,,
ODI,batting_most_fours,Shikhar Dhawan,8,167.0,164.0,44.11,91.35,143.0,842,79,39,17,6793.0,,,,,,,,
ODI,batting_most_fours,MS Dhoni,9,350.0,297.0,50.57,87.56,183.0,826,229,73,10,10773.0,,,,,,,,
ODI,batting_most_fours,Mohammad Azharuddin,10,334.0,308.0,36.92,74.02,153.0,622,77,58,7,9378.0,,,,,,,,
ODI,batting_most_fours,Gautam Gambhir,11,147.0,143.0,39.68,85.25,150.0,561,17,34,11,5238.0,,,,,,,,
ODI,batting_most_fours,Suresh Raina,12,226.0,194.0,35.31,93.5,116.0,476,120,36,5,5615.0,,,,,,,,
ODI,batting_most_fours,Ajay Jadeja,13,196.0,179.0,37.47,69.79,119.0,366,85,30,6,5359.0,,,,,,,,
ODI,batting_most_fours,Navjot Sidhu,14,136.0,127.0,37.08,69.72,134.0,335,44,33,6,4413.0,,,,,,,,
ODI,batting_most_fours,Shubman Gill,15,61.0,61.0,55.71,99.02,208.0,334,63,17,8,2953.0,,,,,,,,
ODI,batting_most_fours,Ajinkya Rahane,16,90.0,87.0,35.26,78.63,111.0,293,33,24,3,2962.0,,,,,,,,
ODI,batting_most_fours,Kapil Dev,17,225.0,198.0,23.79,95.07,175.0,291,67,14,1,3783.0,,,,,,,,
ODI,batting_most_fours,Shreyas Iyer,18,76.0,70.0,46.51,98.57,128.0,274,73,23,5,2977.0,,,,,,,,
ODI,batting_most_fours,KL Rahul,19,94.0,86.0,50.9,90.44,112.0,259,76,20,8,3360.0,,,,,,,,
ODI,batting_most_fours,Sunil Gavaskar,20,108.0,102.0,35.13,62.26,103.0,234,21,27,1,3092.0,,,,,,,,
ODI,batting_most_fours,Dilip Vengsarkar,21,129.0,120.0,34.73,67.74,105.0,228,24,23,1,3508.0,,,,,,,,
ODI,batting_most_fours,Mohammad Kaif,22,125.0,110.0,32.01,72.03,111.0,228,9,17,2,2753.0,,,,,,,,
ODI,batting_most_fours,VVS Laxman,23,86.0,83.0,30.76,71.23,131.0,222,4,10,6,2338.0,,,,,,,,
ODI,batting_most_fours,Ravindra Jadeja,24,210.0,142.0,32.27,85.54,87.0,210,55,13,-,2905.0,,,,,,,,
ODI,batting_most_fours,Ravi Shastri,25,150.0,128.0,29.04,61.07,109.0,206,25,18,4,3108.0,,,,,,,,
ODI,batting_most_fours,Vinod Kambli,26,104.0,97.0,32.59,71.94,106.0,187,20,14,2,2477.0,,,,,,,,
ODI,batting_most_fours,Dinesh Karthik,27,94.0,79.0,30.2,73.24,79.0,176,15,9,-,1752.0,,,,,,,,
ODI,batting_most_fours,Ambati Rayudu,28,55.0,50.0,47.05,79.04,124.0,145,30,10,3,1694.0,,,,,,,,
ODI,batting_most_fours,Irfan Pathan,29,120.0,87.0,23.39,79.54,83.0,142,37,5,-,1544.0,,,,,,,,
ODI,batting_most_fours,Kedar Jadhav,30,73.0,52.0,42.09,101.6,120.0,141,24,6,2,1389.0,,,,,,,,
ODI,batting_most_fours,Hardik Pandya,31,94.0,68.0,32.82,110.89,92.0,141,76,11,-,1904.0,,,,,,,,
ODI,batting_most_fours,Mohinder Amarnath,32,85.0,75.0,30.53,57.7,102.0,123,9,13,2,1924.0,,,,,,,,
ODI,batting_most_fours,Dinesh Mongia,33,57.0,51.0,27.95,71.47,159.0,122,8,4,1,1230.0,,,,,,,,
ODI,batting_most_fours,Robin Uthappa,34,46.0,42.0,25.94,90.59,86.0,107,19,6,-,934.0,,,,,,,,
ODI,batting_most_fours,Ajit Agarkar,35,191.0,113.0,14.58,80.62,95.0,103,22,3,-,1269.0,,,,,,,,
ODI,batting_most_fours,Sanjay Manjrekar,36,74.0,70.0,33.23,64.3,105.0,99,10,15,1,1994.0,,,,,,,,
ODI,batting_most_fours,Ishan Kishan,37,27.0,24.0,42.4,102.19,210.0,95,33,7,1,933.0,,,,,,,,
ODI,batting_most_fours,Nayan Mongia,38,140.0,96.0,20.19,68.94,69.0,95,8,2,-,1272.0,,,,,,,,
ODI,batting_most_fours,Harbhajan Singh,39,236.0,128.0,13.3,81.06,49.0,92,35,-,-,1237.0,,,,,,,,
ODI,batting_most_fours,Rishabh Pant,40,31.0,27.0,33.5,106.21,125.0,91,26,5,1,871.0,,,,,,,,
ODI,batting_most_fours,Surya Kumar Yadav,41,37.0,35.0,25.76,105.02,72.0,80,19,4,-,773.0,,,,,,,,
ODI,batting_most_fours,Parthiv Patel,42,38.0,34.0,23.74,76.5,95.0,79,7,4,-,736.0,,,,,,,,
ODI,batting_most_fours,Sadagoppan Ramesh,43,24.0,24.0,28.08,59.15,82.0,70,1,6,-,646.0,,,,,,,,
ODI,batting_most_fours,Zaheer Khan,44,200.0,101.0,12.0,73.46,34.0,69,24,-,-,792.0,,,,,,,,
ODI,batting_most_fours,Hemang Badani,45,40.0,36.0,33.34,73.47,100.0,68,10,4,1,867.0,,,,,,,,
ODI,batting_most_fours,Raman Lamba,46,32.0,31.0,27.0,67.15,102.0,63,9,6,1,783.0,,,,,,,,
ODI,batting_most_fours,Yusuf Pathan,47,57.0,41.0,27.0,113.6,123.0,62,43,3,2,810.0,,,,,,,,
ODI,batting_most_fours,Javagal Srinath,48,229.0,121.0,10.63,79.62,53.0,62,17,1,-,883.0,,,,,,,,
ODI,batting_most_fours,Ravichandran Ashwin,49,116.0,63.0,16.44,86.96,65.0,60,7,1,-,707.0,,,,,,,,
ODI,batting_most_fours,Anil Kumble,50,271.0,136.0,10.54,61.07,26.0,57,6,-,-,938.0,,,,,,,,
ODI,batting_most_fours,Axar Patel,51,71.0,49.0,23.18,91.76,64.0,53,31,3,-,858.0,,,,,,,,
ODI,batting_most_fours,Roger Binny,52,72.0,49.0,16.12,60.13,57.0,51,1,1,-,629.0,,,,,,,,
ODI,batting_most_fours,Woorkeri Raman,53,27.0,27.0,23.73,55.63,114.0,47,5,3,1,617.0,,,,,,,,
ODI,batting_most_fours,Sunil Joshi,54,69.0,45.0,17.17,89.43,61.0,47,17,1,-,584.0,,,,,,,,
ODI,batting_most_fours,Bhuvneshwar Kumar,55,121.0,55.0,14.15,73.89,53.0,46,8,1,-,552.0,,,,,,,,
ODI,batting_most_fours,Manish Pandey,56,29.0,24.0,33.29,90.56,104.0,45,5,2,1,566.0,,,,,,,,
ODI,batting_most_fours,Sanju Samson,57,16.0,14.0,56.66,99.6,108.0,34,22,3,1,510.0,,,,,,,,
ODI,batting_most_fours,Murali Vijay,58,17.0,16.0,21.18,66.99,72.0,33,3,1,-,339.0,,,,,,,,
ODI,batting_most_fours,Gundappa Viswanath,59,25.0,23.0,19.95,52.89,75.0,33,-,2,-,439.0,,,,,,,,
ODI,batting_most_fours,Prithvi Shaw,60,6.0,6.0,31.5,113.85,49.0,32,2,-,-,189.0,,,,,,,,
ODI,batting_most_fours,Chetan Sharma,61,65.0,35.0,24.0,90.47,101.0,31,4,-,1,456.0,,,,,,,,
ODI,batting_most_fours,Shardul Thakur,62,47.0,25.0,17.31,105.11,50.0,31,9,1,-,329.0,,,,,,,,
ODI,batting_most_fours,Ashok Malhotra,63,20.0,19.0,30.46,70.85,65.0,29,1,1,-,457.0,,,,,,,,
ODI,batting_most_fours,Ruturaj Gaikwad,64,9.0,8.0,28.5,89.76,105.0,28,2,1,1,228.0,,,,,,,,
ODI,batting_most_fours,Pravin Amre,65,37.0,30.0,20.52,64.2,84.0,28,2,2,-,513.0,,,,,,,,
ODI,batting_most_fours,Saba Karim,66,34.0,27.0,15.73,64.64,55.0,27,2,1,-,362.0,,,,,,,,
ODI,batting_most_fours,Ajay Sharma,67,31.0,27.0,20.19,90.4,59.0,26,9,3,-,424.0,,,,,,,,
ODI,batting_most_fours,Washington Sundar,68,29.0,20.0,20.66,82.3,51.0,25,11,1,-,372.0,,,,,,,,
