season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier,total_runs,total_wickets,batting_impact,bowling_impact,consistency_score,overall_performance_score,performance_category,career_matches,career_innings,career_runs,career_wickets,career_fifties,career_hundreds,career_catches,seasons_played
2019,14,13,253,31.62,146.24,22,14,2,0,97*,0,0,0.0,0.0,0.0,,97,1,0,0,197,0,4554,0,0.975422320896533,0.0,8.081244726590606,2.939600269261872,Average,242,221,4554,0,21,0,22,16
2020,14,14,169,14.08,126.11,20,4,1,0,58,0,0,0.0,0.0,0.0,,58,0,0,0,197,0,4554,0,0.2501975251966902,0.0,8.081244726590606,2.6495103512720246,Average,242,221,4554,0,21,0,22,16
2021,17,15,223,22.3,131.17,22,7,0,0,40,0,0,0.0,0.0,0.0,,40,0,0,0,197,0,4554,0,0.5438615661793843,0.0,8.081244726590606,2.7669759675476366,Average,242,221,4554,0,21,0,22,16
2022,16,16,330,55.0,183.33,27,22,1,0,66*,10,0,0.0,0.0,0.0,,66,1,0,0,197,0,4554,0,2.774305558708214,0.0,8.081244726590606,3.6591535636669907,Average,242,221,4554,0,21,0,22,16
2023,13,13,140,11.67,134.61,13,5,0,0,30,8,0,0.0,0.0,0.0,,30,0,0,0,197,0,4554,0,0.1833666456835302,0.0,8.081244726590606,2.622777999493493,Average,242,221,4554,0,21,0,22,16
2024,15,13,326,36.22,187.35,27,22,2,0,83,4,0,0.0,0.0,0.0,,83,0,0,0,197,0,4554,0,1.844437178505296,0.0,8.081244726590606,3.2872062119577707,Average,242,221,4554,0,21,0,22,16
2008,6,3,33,16.5,137.5,5,0,0,0,26*,0,1,78.0,9.95,47.0,1/21,26,1,1,21,198,0,33,1,0.0624230100793954,0.0366624794629586,3.274130556072159,1.068874552886648,Poor,6,3,33,1,0,0,0,1
2010,9,2,4,4.0,30.76,0,0,0,0,3,0,7,32.0,6.52,29.42,3/27,3,0,3,27,199,0,4,7,0.0004103462228781,0.954640770366064,3.3059326762135015,1.3294957508178853,Poor,9,2,4,7,0,0,0,1
2011,7,4,16,16.0,72.72,1,0,0,0,10*,0,0,0.0,0.0,0.0,,10,1,0,0,200,0,170,0,0.0155216526450983,0.0,2.405908068638918,0.7652127058466156,Poor,25,17,170,0,0,0,0,4
2012,5,3,25,25.0,192.3,5,0,0,0,10*,0,0,0.0,0.0,0.0,,10,1,0,0,200,0,170,0,0.100208238055843,0.0,2.405908068638918,0.7990873399770388,Poor,25,17,170,0,0,0,0,4
2013,12,9,125,15.62,130.2,17,2,0,0,34,0,0,0.0,0.0,0.0,,34,0,0,0,200,0,170,0,0.2119562129180179,0.0,2.405908068638918,0.8437865298772096,Poor,25,17,170,0,0,0,0,4
2014,1,1,4,0.0,66.66,0,0,0,0,4*,0,0,0.0,0.0,0.0,,4,1,0,0,200,0,170,0,2.2231533764536284e-12,0.0,2.405908068638918,0.7590040447956742,Poor,25,17,170,0,0,0,0,4
2008,3,1,3,3.0,37.5,0,0,0,0,3,0,2,43.5,10.87,24.0,1/30,3,0,1,30,201,0,3,2,0.0002813959900116,0.1203512786154475,3.2423284359308164,1.05909177054289,Poor,3,1,3,2,0,0,0,1
2008,6,4,39,19.5,73.58,2,2,0,0,30,0,3,13.33,5.71,14.0,2/7,30,0,2,7,202,0,39,3,0.0466555299016055,1.121487686909482,3.274130556072159,1.3880151227303483,Poor,6,4,39,3,0,0,0,1
2015,6,2,1,1.0,33.33,0,0,0,0,1,0,4,25.25,7.21,21.0,2/18,1,0,2,18,203,0,1,4,2.7789417696153986e-05,0.625176805137214,3.274130556072159,1.2204707621726487,Poor,6,2,1,4,0,0,0,1
2024,2,2,8,4.0,72.72,0,0,0,0,7,2,0,0.0,0.0,0.0,,7,0,0,0,204,0,326,1,0.0019402065854878,0.0,1.949941133229964,0.6159339211748349,Poor,18,16,326,1,2,0,15,3
2025,1,1,1,1.0,33.33,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,204,0,326,1,2.7789417696153986e-05,0.0,1.949941133229964,0.6151689543084833,Poor,18,16,326,1,2,0,15,3
2026,15,13,317,35.22,179.09,25,23,2,0,69,13,1,41.0,13.66,18.0,14/1,69,0,14,1,204,0,326,1,1.6671093013696043,0.0508048250467395,1.949941133229964,1.2972430059211943,Poor,18,16,326,1,2,0,15,3
2010,8,2,18,0.0,105.88,1,1,0,0,16*,0,12,17.25,6.67,15.5,4/13,16,1,4,13,205,0,21,20,1.58902438587848e-11,2.967603157391734,2.061886575461128,1.5407547824217764,Poor,14,3,21,20,0,0,0,2
2012,6,1,3,3.0,60.0,0,0,0,0,3,0,8,19.62,8.72,13.5,4/13,3,0,4,13,205,0,21,20,0.0004502335839735,1.3304973415698127,2.061886575461128,1.049803131593385,Poor,14,3,21,20,0,0,0,2
2012,1,1,12,0.0,133.33,1,0,0,0,12*,0,3,10.66,8.0,8.0,3/32,12,1,3,32,206,0,12,3,1.3339920754559216e-11,1.000952747121105,3.2211270225032544,1.3164711348041833,Poor,1,1,12,3,0,0,0,1
2022,12,8,43,10.75,153.57,3,3,0,0,17,2,9,42.66,8.72,29.33,17/2,17,0,17,2,208,0,53,13,0.0591871500786565,0.6884060613175087,2.207144969552574,0.9264959180451079,Poor,18,11,53,13,0,0,3,2
2025,6,3,10,0.0,71.42,0,0,0,0,8*,1,4,42.75,11.4,22.5,24/1,8,1,24,1,208,0,53,13,5.9547559970958675e-12,0.2335385254821256,2.207144969552574,0.7663607974255474,Poor,18,11,53,13,0,0,3,2
2022,6,5,44,11.0,157.14,3,3,0,0,22,2,6,35.0,10.0,21.0,30/2,22,0,30,2,209,0,44,6,0.0634126985439443,0.4877785726242669,3.274130556072159,1.2046052560851293,Poor,6,5,44,6,0,0,2,1
2008,7,6,109,18.16,132.92,10,5,0,0,40,0,1,19.0,9.5,12.0,1/19,40,0,1,19,210,0,375,1,0.2193697797269578,0.1576385058089745,2.9057411293585025,1.0517283840178964,Poor,32,25,375,1,1,0,0,5
2009,9,6,65,21.66,92.85,7,0,0,0,27,0,0,0.0,0.0,0.0,,27,0,0,0,210,0,375,1,0.108992807978614,0.0,2.9057411293585025,0.960286043667309,Poor,32,25,375,1,1,0,0,5
2011,12,9,183,26.14,127.08,17,4,1,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,210,0,375,1,0.5068483108443669,0.0,2.9057411293585025,1.1194282446544679,Poor,32,25,375,1,1,0,0,5
2012,2,2,4,2.0,100.0,1,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,210,0,375,1,0.0006670127175092,0.0,2.9057411293585025,0.9169557256061973,Poor,32,25,375,1,1,0,0,5
2013,2,2,14,14.0,82.35,0,0,0,0,10,0,0,0.0,0.0,0.0,,10,0,0,0,210,0,375,1,0.0134574817538687,0.0,2.9057411293585025,0.922071913215625,Poor,32,25,375,1,1,0,0,5
2008,9,7,178,29.66,132.83,19,5,1,0,64*,0,11,21.09,8.14,15.54,4/22,64,1,4,22,211,0,1560,183,0.5846977814463149,1.8231869873213495,6.211567719248315,2.740430042427382,Average,161,113,1560,183,5,0,3,14
2009,11,10,218,27.25,107.38,15,8,2,0,70*,0,11,23.54,7.8,18.09,4/22,70,1,4,22,211,0,1560,183,0.5318516662436166,1.7046339585555872,6.211567719248315,2.6837256877732782,Average,161,113,1560,183,5,0,3,14
2010,10,8,61,8.71,115.09,3,4,0,0,23,0,4,57.0,8.71,39.25,4/22,23,0,4,22,211,0,1560,183,0.0509835068657274,0.2292484951145805,6.211567719248315,2.048762785624784,Average,161,113,1560,183,5,0,3,14
2011,6,2,11,11.0,183.33,1,1,0,0,6*,0,6,26.16,7.85,20.0,4/22,6,1,4,22,211,0,1560,183,0.0184953704210927,0.8313489761937903,6.211567719248315,2.2163976752030576,Average,161,113,1560,183,5,0,3,14
2012,19,16,371,46.37,140.53,20,20,0,0,48,0,15,30.73,7.99,23.06,4/22,48,0,4,22,211,0,1560,183,2.0156920179592213,1.7382867964027344,6.211567719248315,3.2873576792100323,Average,161,113,1560,183,5,0,3,14
2013,18,12,121,15.12,114.15,11,3,0,0,23*,0,32,15.53,7.95,11.71,4/22,23,1,4,22,211,0,1560,183,0.1741234252676052,7.374811182560287,6.211567719248315,4.241687557026322,Good,161,113,1560,183,5,0,3,14
2014,1,1,8,0.0,266.66,0,1,0,0,8*,0,0,0.0,0.0,0.0,,8,1,0,0,211,0,1560,183,1.7786561012823008e-11,0.0,6.211567719248315,1.959594834440401,Poor,161,113,1560,183,5,0,3,14
2015,17,14,195,21.66,131.75,22,5,1,0,62*,0,26,16.38,8.14,12.07,4/22,62,1,4,22,211,0,1560,183,0.4639677689580928,5.548486801904494,6.211567719248315,3.8097279807377387,Average,161,113,1560,183,5,0,3,14
2016,15,13,99,12.37,120.73,11,1,0,0,22*,0,17,29.05,8.82,19.76,4/22,22,1,4,22,211,0,1560,183,0.1232719367750675,1.8878770692919704,6.211567719248315,2.5752667293152327,Average,161,113,1560,183,5,0,3,14
2018,16,10,141,35.25,154.94,8,10,1,0,68,0,14,38.07,9.96,22.92,4/22,68,0,4,22,211,0,1560,183,0.6420752209874463,1.050570816506582,6.211567719248315,2.5315961672082383,Average,161,113,1560,183,5,0,3,14
2019,12,9,80,16.0,121.21,6,3,0,0,27,0,11,30.0,8.01,22.45,4/22,27,0,4,22,211,0,1560,183,0.129357777507438,1.302502082552891,6.211567719248315,2.402088569759635,Average,161,113,1560,183,5,0,3,14
2020,6,2,7,3.5,116.66,0,0,0,0,7,0,6,30.0,8.57,21.0,4/22,7,0,4,22,211,0,1560,183,0.0023830446658103,0.6640315067361992,6.211567719248315,2.1597575041203076,Average,161,113,1560,183,5,0,3,14
2021,11,3,47,47.0,261.11,3,4,0,0,23,0,14,18.78,7.81,14.42,4/22,23,0,4,22,211,0,1560,183,0.4809094874274561,2.7159447173014795,6.211567719248315,2.9667420435875655,Average,161,113,1560,183,5,0,3,14
2022,10,6,23,11.5,95.83,1,1,0,0,12,3,16,18.68,8.7,12.87,20/3,12,0,20,3,211,0,1560,183,0.021133493239345,2.801324180142786,6.211567719248315,2.8084454849230096,Average,161,113,1560,183,5,0,3,14
2008,4,3,45,15.0,112.5,5,1,0,0,20,0,5,16.6,7.54,13.2,4/8,20,0,4,8,212,0,2385,26,0.0633140973755397,1.1366587062150058,4.647964015028991,1.832640078365843,Poor,91,89,2385,26,17,0,0,9
2009,8,8,215,26.87,162.87,12,15,0,0,49,0,1,124.0,8.85,84.0,4/8,49,0,4,8,212,0,2385,26,0.7844971082298823,0.0259283308811746,4.647964015028991,1.7878941701521764,Poor,91,89,2385,26,17,0,0,9
2010,3,3,22,11.0,88.0,1,1,0,0,13*,0,1,36.0,9.39,23.0,4/8,13,1,4,8,212,0,2385,26,0.0177558784313808,0.0841727319407196,4.647964015028991,1.4986709988398625,Poor,91,89,2385,26,17,0,0,9
2012,7,6,157,39.25,160.2,18,7,1,0,87*,0,2,47.5,7.3,39.0,4/8,87,1,4,8,212,0,2385,26,0.8230873925318909,0.1641167997474268,4.647964015028991,1.844786824475963,Poor,91,89,2385,26,17,0,0,9
2013,13,13,418,32.15,122.58,40,19,4,0,68,0,2,29.5,11.8,15.0,4/8,68,0,4,8,212,0,2385,26,1.373475763929257,0.1634803227085288,4.647964015028991,2.0647512297032753,Average,91,89,2385,26,17,0,0,9
2014,16,16,566,35.37,136.05,50,34,5,0,79,0,4,23.75,9.5,15.0,4/8,79,0,4,8,212,0,2385,26,2.2708798743908645,0.5044432148584936,4.647964015028991,2.5260017410716573,Average,91,89,2385,26,17,0,0,9
2015,16,16,399,24.93,119.1,52,16,2,0,62,0,1,17.0,8.5,12.0,4/8,62,0,4,8,212,0,2385,26,0.98775914682414,0.196911766735186,4.647964015028991,1.9204940162134831,Poor,91,89,2385,26,17,0,0,9
2016,12,12,324,29.45,146.6,35,16,3,0,73,0,8,19.12,8.5,13.5,4/8,73,0,4,8,212,0,2385,26,1.1662949736057997,1.400627617333,4.647964015028991,2.353023101672962,Average,91,89,2385,26,17,0,0,9
2017,12,12,239,21.72,153.2,32,8,2,0,74,0,2,74.0,11.38,39.0,4/8,74,0,4,8,212,0,2385,26,0.6630718816488391,0.0675764740709868,4.647964015028991,1.7518185225127785,Poor,91,89,2385,26,17,0,0,9
2016,4,2,24,12.0,171.42,2,2,0,0,19,0,0,0.0,0.0,0.0,,19,0,0,0,213,0,24,0,0.041162154953776,0.0,3.2529291426445974,1.0426829493813483,Poor,4,2,24,0,0,0,0,1
2010,6,4,35,11.66,116.66,2,1,0,0,17,0,0,0.0,0.0,0.0,,17,0,0,0,214,0,1405,0,0.0396947153086192,0.0,4.300827788156073,1.3726818844511097,Poor,83,75,1405,0,5,0,0,8
2011,12,9,137,15.22,117.09,17,3,1,0,66,0,0,0.0,0.0,0.0,,66,0,0,0,214,0,1405,0,0.203563144096284,0.0,4.300827788156073,1.4382292559006284,Poor,83,75,1405,0,5,0,0,8
2013,14,13,307,27.9,127.91,28,13,1,0,51,0,0,0.0,0.0,0.0,,51,0,0,0,214,0,1405,0,0.9134635072180232,0.0,4.300827788156073,1.722189400865364,Poor,83,75,1405,0,5,0,0,8
2015,9,9,187,23.37,123.84,11,11,1,0,63,0,0,0.0,0.0,0.0,,63,0,0,0,214,0,1405,0,0.4512377100920544,0.0,4.300827788156073,1.5372990821998667,Poor,83,75,1405,0,5,0,0,8
2016,7,6,123,24.6,117.14,8,4,1,0,51,0,0,0.0,0.0,0.0,,51,0,0,0,214,0,1405,0,0.2955218267060395,0.0,4.300827788156073,1.475012728907747,Poor,83,75,1405,0,5,0,0,8
2017,4,4,65,16.25,104.83,6,2,0,0,26,0,0,0.0,0.0,0.0,,26,0,0,0,214,0,1405,0,0.0923201352908995,0.0,4.300827788156073,1.3937320524229717,Poor,83,75,1405,0,5,0,0,8
2020,14,14,418,41.8,138.41,32,24,1,0,68*,0,0,0.0,0.0,0.0,,68,1,0,0,214,0,1405,0,2.016341814200242,0.0,4.300827788156073,2.1633407232171002,Average,83,75,1405,0,5,0,0,8
2021,17,16,133,11.08,95.68,8,6,0,0,47*,0,0,0.0,0.0,0.0,,47,1,0,0,214,0,1405,0,0.117559219108997,0.0,4.300827788156073,1.403827685940115,Poor,83,75,1405,0,5,0,0,8
2026,15,3,7,7.0,41.17,0,0,0,0,5,4,20,25.35,9.33,16.3,32/4,5,0,32,4,215,0,7,20,0.0016819809491972,2.40607909683846,3.3695369164961875,1.7855014551211936,Poor,15,3,7,20,0,0,4,1
2018,13,13,382,29.38,138.4,32,24,2,0,65,0,0,0.0,0.0,0.0,,65,0,0,0,216,0,654,0,1.2950763386865392,0.0,2.682367820366371,1.3642507425463215,Poor,27,26,654,0,4,0,3,4
2019,3,3,48,16.0,92.3,4,2,0,0,32,0,0,0.0,0.0,0.0,,32,0,0,0,216,0,654,0,0.0591026624795315,0.0,2.682367820366371,0.8698612725579079,Poor,27,26,654,0,4,0,3,4
2021,5,5,151,30.2,162.36,18,7,1,0,58,0,0,0.0,0.0,0.0,,58,0,0,0,216,0,654,0,0.6173153230822552,0.0,2.682367820366371,1.0931463365757124,Poor,27,26,654,0,4,0,3,4
2022,6,5,73,24.33,130.35,8,3,1,0,55*,3,0,0.0,0.0,0.0,,55,1,0,0,216,0,654,0,0.1930279191328584,0.0,2.682367820366371,0.9234313751656685,Poor,27,26,654,0,4,0,3,4
2021,4,3,6,6.0,50.0,0,0,0,0,6,0,1,90.0,8.18,66.0,1/22,6,0,1,22,217,0,14,2,0.0015007786082925,0.038649484250884,2.969833084686785,0.9491034920767621,Poor,5,4,14,2,0,0,0,2
2022,1,1,8,8.0,114.28,1,0,0,0,8,0,1,46.0,11.5,24.0,46/1,8,0,46,1,217,0,14,2,0.0060980970379895,0.0537878077741377,2.969833084686785,0.9554839164992366,Poor,5,4,14,2,0,0,0,2
2022,16,16,468,31.2,127.52,49,13,3,0,96,4,0,0.0,0.0,0.0,,96,0,0,0,218,0,1838,0,1.5524687804733517,0.0,3.4551537880594116,1.7110024355420346,Poor,54,54,1838,0,17,0,19,4
2023,14,14,730,56.15,153.68,60,36,8,0,84,3,0,0.0,0.0,0.0,,84,0,0,0,218,0,1838,0,5.252113427805468,0.0,3.4551537880594116,3.1908602929950227,Average,54,54,1838,0,17,0,19,4
2024,15,15,438,29.2,161.62,47,21,4,0,64,8,0,0.0,0.0,0.0,,64,0,0,0,218,0,1838,0,1.72344008035923,0.0,3.4551537880594116,1.7793909554279974,Poor,54,54,1838,0,17,0,19,4
2025,9,9,202,22.44,123.92,18,8,2,0,62,4,0,0.0,0.0,0.0,,62,0,0,0,218,0,1838,0,0.468338381925809,0.0,3.4551537880594116,1.2773502765566696,Poor,54,54,1838,0,17,0,19,4
2012,13,12,398,33.16,130.92,29,17,3,0,73,0,0,0.0,0.0,0.0,,73,0,0,0,219,0,2935,0,1.4406142783566278,0.0,4.879803840863039,2.115702226706975,Average,100,93,2935,0,22,0,0,9
2014,15,12,303,27.54,128.93,26,7,2,0,54*,0,0,0.0,0.0,0.0,,54,1,0,0,219,0,2935,0,0.8970252570605642,0.0,4.879803840863039,1.8982666184059853,Poor,100,93,2935,0,22,0,0,9
2015,17,15,380,29.23,125.0,37,5,1,0,55,0,0,0.0,0.0,0.0,,55,0,0,0,219,0,2935,0,1.1576214071058497,0.0,4.879803840863039,2.002505078319861,Average,100,93,2935,0,22,0,0,9
2016,6,6,206,34.33,127.16,17,9,2,0,69,0,0,0.0,0.0,0.0,,69,0,0,0,219,0,2935,0,0.7497831346628724,0.0,4.879803840863039,1.8393697695058053,Poor,100,93,2935,0,22,0,0,9
2017,2,1,8,8.0,114.28,1,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,219,0,2935,0,0.0060980970379895,0.0,4.879803840863039,1.5418957547533263,Poor,100,93,2935,0,22,0,0,9
2018,6,6,162,32.4,125.58,17,6,1,0,67*,0,0,0.0,0.0,0.0,,67,1,0,0,219,0,2935,0,0.5495720378727583,0.0,4.879803840863039,1.7592853308698442,Poor,100,93,2935,0,22,0,0,9
2019,12,12,396,36.0,123.36,36,15,3,0,96,0,0,0.0,0.0,0.0,,96,0,0,0,219,0,2935,0,1.4662775044045862,0.0,4.879803840863039,2.1259675171158934,Average,100,93,2935,0,22,0,0,9
2020,13,13,449,40.81,140.75,42,14,4,0,87*,0,0,0.0,0.0,0.0,,87,1,0,0,219,0,2935,0,2.1503317310522667,0.0,4.879803840863039,2.399589207501344,Average,100,93,2935,0,22,0,0,9
2021,16,16,633,45.21,138.2,60,23,6,0,95*,0,0,0.0,0.0,0.0,,95,1,0,0,219,0,2935,0,3.29754236891446,0.0,4.879803840863039,2.8584734621873364,Average,100,93,2935,0,22,0,0,9
2010,10,9,164,20.5,106.49,19,1,0,0,45,0,0,0.0,0.0,0.0,,45,0,0,0,220,0,183,0,0.2985043473916656,0.0,1.962987269533605,0.7386753082964496,Poor,12,11,183,0,0,0,0,2
2011,2,2,19,9.5,100.0,3,0,0,0,16,0,0,0.0,0.0,0.0,,16,0,0,0,220,0,183,0,0.0150494743496928,0.0,1.962987269533605,0.6252933591930424,Poor,12,11,183,0,0,0,0,2
2016,3,3,14,7.0,107.69,2,0,0,0,9*,0,0,0.0,0.0,0.0,,9,1,0,0,221,0,14,0,0.0087992483974978,0.0,3.2423284359308164,1.0263935279539484,Poor,3,3,14,0,0,0,0,1
2022,3,1,2,0.0,25.0,0,0,0,0,2*,0,2,55.0,9.16,36.0,32/2,2,1,32,2,222,0,5,6,4.168829475261152e-13,0.1129565310239844,2.9869346080309795,0.9761903991200324,Poor,12,3,5,6,0,0,1,3
2023,4,1,1,0.0,20.0,0,0,0,0,1*,1,4,29.25,8.77,20.0,41/2,1,1,41,2,222,0,5,6,1.667531798608873e-13,0.4436842785778489,2.9869346080309795,1.0754087232868734,Poor,12,3,5,6,0,0,1,3
2025,5,1,2,0.0,100.0,0,0,0,0,2*,0,0,0.0,0.0,0.0,,2,1,0,0,222,0,5,6,1.667531789604201e-12,0.0,2.9869346080309795,0.9423034398472243,Poor,12,3,5,6,0,0,1,3
2026,11,11,349,34.9,214.11,33,28,1,1,100*,1,0,0.0,0.0,0.0,,100,1,0,0,223,0,349,0,2.1743624011246347,0.0,3.327134089641064,1.9193728587212475,Poor,11,11,349,0,1,1,1,1
2008,14,14,534,41.07,140.89,68,8,5,0,86,0,0,0.0,0.0,0.0,,86,0,0,0,225,0,3931,0,2.57626333814798,0.0,5.7571885844438455,2.846754873934211,Average,139,137,3931,0,35,0,0,10
2010,11,10,277,30.77,127.64,32,2,2,0,72,0,0,0.0,0.0,0.0,,72,0,0,0,225,0,3931,0,0.9070645312367048,0.0,5.7571885844438455,2.17907535183738,Average,139,137,3931,0,35,0,0,10
2011,15,15,378,34.36,119.24,44,3,2,0,75*,0,0,0.0,0.0,0.0,,75,1,0,0,225,0,3931,0,1.2912521172995666,0.0,5.7571885844438455,2.33275038610885,Average,139,137,3931,0,35,0,0,10
2012,17,17,590,39.33,143.55,64,17,6,0,93,0,0,0.0,0.0,0.0,,93,0,0,0,225,0,3931,0,2.7773031015383127,0.0,5.7571885844438455,2.927170779209928,Average,139,137,3931,0,35,0,0,10
2013,16,16,406,25.37,118.36,51,5,4,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,225,0,3931,0,1.0164723784048533,0.0,5.7571885844438455,2.2228384906608767,Average,139,137,3931,0,35,0,0,10
2014,16,16,335,22.33,114.33,36,4,3,0,69,0,0,0.0,0.0,0.0,,69,0,0,0,225,0,3931,0,0.7130793467667791,0.0,5.7571885844438455,2.1014812781270042,Average,139,137,3931,0,35,0,0,10
2015,13,13,327,25.15,117.62,41,4,3,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,225,0,3931,0,0.8065123860293566,0.0,5.7571885844438455,2.138854493794662,Average,139,137,3931,0,35,0,0,10
2016,15,15,501,38.53,121.89,54,6,5,0,90*,0,0,0.0,0.0,0.0,,90,1,0,0,225,0,3931,0,1.961773827479531,0.0,5.7571885844438455,2.6009590699126273,Average,139,137,3931,0,35,0,0,10
2017,16,16,498,41.5,128.02,61,7,4,0,76*,0,0,0.0,0.0,0.0,,76,1,0,0,225,0,3931,0,2.2059689060206877,0.0,5.7571885844438455,2.698637101231412,Average,139,137,3931,0,35,0,0,10
2018,6,5,85,17.0,96.59,8,1,1,0,55,0,0,0.0,0.0,0.0,,55,0,0,0,225,0,3931,0,0.1163708315412617,0.0,5.7571885844438455,1.8627978722754805,Poor,139,137,3931,0,35,0,0,10
2009,3,2,45,22.5,115.38,7,0,0,0,30,0,0,0.0,0.0,0.0,,30,0,0,0,226,0,663,0,0.0974024073806692,0.0,3.0713305260693415,1.0078892119079226,Poor,40,37,663,0,2,0,0,5
2010,1,1,18,18.0,66.66,2,0,0,0,18,0,0,0.0,0.0,0.0,,18,0,0,0,226,0,663,0,0.0180075423242639,0.0,3.0713305260693415,0.9761312659171185,Poor,40,37,663,0,2,0,0,5
2014,17,16,257,28.55,135.26,19,10,0,0,40*,0,0,0.0,0.0,0.0,,40,1,0,0,226,0,663,0,0.827470925942579,0.0,3.0713305260693415,1.2999166190406592,Poor,40,37,663,0,2,0,0,5
2015,13,13,259,23.54,136.31,22,7,2,0,61*,0,0,0.0,0.0,0.0,,61,1,0,0,226,0,663,0,0.6929119714975462,0.0,3.0713305260693415,1.2460930373164696,Poor,40,37,663,0,2,0,0,5
2016,6,5,84,21.0,85.71,9,2,0,0,34,0,0,0.0,0.0,0.0,,34,0,0,0,226,0,663,0,0.1260590994707542,0.0,3.0713305260693415,1.019351888732494,Poor,40,37,663,0,2,0,0,5
2021,5,3,2,2.0,50.0,0,0,0,0,2*,0,3,45.0,9.0,30.0,1/27,2,1,1,27,227,0,2,3,0.0001667531798108,0.2107685193764213,3.263529849358378,1.09285960325569,Poor,5,3,2,3,0,0,0,1
2026,3,3,31,10.33,147.61,6,0,0,0,16,0,1,55.0,8.91,37.0,18/1,16,0,18,1,228,0,31,1,0.039411405248952,0.0580629533850399,3.2423284359308164,1.0560572766803784,Poor,3,3,31,1,0,0,0,1
2024,10,5,14,3.5,63.63,0,1,0,0,8,1,13,26.23,10.17,15.46,34/4,8,0,34,4,229,0,31,15,0.0025995736668615,1.3866396705702737,3.208311323335588,1.4291740074401522,Poor,14,7,31,15,0,0,3,2
2025,4,2,17,8.5,154.54,2,1,0,0,12,2,2,65.5,10.91,36.0,10/1,12,0,10,1,229,0,31,15,0.018618851148908,0.0796349036761669,3.208311323335588,1.0434802887504326,Poor,14,7,31,15,0,0,3,2
2012,2,2,6,6.0,54.54,0,0,0,0,3*,0,1,22.0,7.33,18.0,2/15,3,1,2,15,230,0,2819,41,0.0016370493058982,0.1764464237361723,5.857544233168759,1.9014979929873006,Poor,141,135,2819,41,18,0,17,13
2013,3,3,36,18.0,133.33,1,4,0,0,23,0,0,0.0,0.0,0.0,,23,0,0,0,230,0,2819,41,0.0720355720746197,0.0,5.857544233168759,1.876723474998712,Poor,141,135,2819,41,18,0,17,13
2014,16,16,552,34.5,187.75,48,36,4,0,95,0,1,132.0,12.0,66.0,2/15,95,0,2,15,230,0,2819,41,2.9811391141628314,0.0179632262105933,5.857544233168759,3.045753858528144,Average,141,135,2819,41,18,0,17,13
2015,11,11,145,13.18,129.46,13,8,0,0,43,0,2,48.5,9.7,30.0,2/15,43,0,2,15,230,0,2819,41,0.2062828579361078,0.1209639713719953,5.857544233168759,1.9667115806649178,Poor,141,135,2819,41,18,0,17,13
2016,11,11,179,19.88,144.35,14,8,2,0,68,0,0,0.0,0.0,0.0,,68,0,0,0,230,0,2819,41,0.4282824946228278,0.0,5.857544233168759,2.0192222438754968,Average,141,135,2819,41,18,0,17,13
2017,14,13,310,31.0,173.18,19,26,0,0,47,0,7,17.85,6.57,16.28,2/15,47,0,2,15,230,0,2819,41,1.38760305482589,1.698376461056407,5.857544233168759,2.912463405380402,Average,141,135,2819,41,18,0,17,13
2018,12,12,169,14.08,140.83,14,9,0,0,47,0,5,26.4,8.25,19.2,2/15,47,0,2,15,230,0,2819,41,0.2794014548660522,0.6532082201687224,5.857544233168759,2.155632293886993,Average,141,135,2819,41,18,0,17,13
2020,13,11,108,15.42,101.88,9,0,0,0,32,0,3,56.33,8.04,42.0,2/15,32,0,2,15,230,0,2819,41,0.1414624547506943,0.1884798675271369,5.857544233168759,1.9610381882429684,Poor,141,135,2819,41,18,0,17,13
2021,15,14,513,42.75,144.1,48,21,6,0,78,0,3,45.0,8.43,32.0,2/15,78,0,2,15,230,0,2819,41,2.6348845397824805,0.2250197715593451,5.857544233168759,2.9693689924570146,Average,141,135,2819,41,18,0,17,13
2022,13,13,301,27.36,169.1,31,15,1,0,55,5,6,27.5,6.87,24.0,22/2,55,0,22,2,230,0,2819,41,1.1611018594414853,0.9036522446865608,5.857544233168759,2.5834456626447047,Average,141,135,2819,41,18,0,17,13
2023,14,14,400,33.33,183.48,29,31,5,0,77,4,3,31.33,9.09,20.66,3/1,77,0,3,1,230,0,2819,41,2.039520902927861,0.2997343314737613,5.857544233168759,2.7536379059052223,Average,141,135,2819,41,18,0,17,13
2024,10,9,52,5.78,120.93,6,2,0,0,28,3,6,21.5,8.06,16.0,23/2,28,0,23,2,230,0,2819,41,0.0303046560971443,0.9851837979501036,5.857544233168759,2.1555862477138903,Average,141,135,2819,41,18,0,17,13
2025,7,6,48,8.0,97.95,5,1,0,0,30,5,4,27.5,8.46,19.5,5/1,30,0,5,1,230,0,2819,41,0.0313602697370104,0.4892112630313975,5.857544233168759,2.0072167328425943,Average,141,135,2819,41,18,0,17,13
